_id,SYS_ID,APPLICATION_TYPE,IN_DATE,PLANNING_DISTRICT,WARD,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,REFERENCE_FILE,SUB_TYPE,WORK_TYPE,ZONING_REVIEW,ZONING_DESIGNATION,COMMUNITY,EMPLOYMENT_DISTRICT,DESCRIPTION,HEARING_DATE,TIME_OF_MEETING,MEETING_LOCATION,C_OF_A_DESCISION,ANYONE_OBJECT_AT_MEETING,APPEAL_EXPIRY_DATE,OMB_ORDER_DATE,OMB_DESCISION,NUMBER_OF_LOTS_CREATED,CONDITION_EXPIRY_DATE,STATUSDESC
1868376,5515343,MV,2024-09-20,Scarborough,20,93,DONSIDE,DR, ,M1L,A0230/24SC,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868377,5515346,MV,2024-09-20,Scarborough,20,93,DONSIDE,DR, ,M1L,A0231/24SC,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868378,5515645,MV,2024-09-20,Toronto East York,14,56,GREENWOOD,AVE, ,M4L,A0889/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (WAIVER),Toronto,NA,To alter the existing two-and-one-half-storey detached dwelling by constructing a rear third storey addition and a rear second storey balcony.,NA,9:30 a.m.,"Virtual Hearing / Committee Room 3, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868379,5515784,MV,2024-09-20,Toronto East York,09,431,CONCORD,AVE, ,M6H,A0833/24TEY,All Other,New R Building,Zoning Review,R d0.6 H13.0m (ZAP),Toronto,NA,To alter the existing one-storey ancillary building (detached garage abutting the laneway) by constructing a second storey addition (to contain one laneway suite that will occupy both levels). There will be a total of four residential dwelling units on this lot (three units within the main dwelling and one unit within the ancillary building).,"Dec 4, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 24, 2024",NA,NA,NA,NA,Hearing Scheduled
1868380,5515807,MV,2024-09-20,North York,15,3,WHITEWOOD,RD, ,M4S,A0489/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868381,5515836,MV,2024-09-20,Scarborough,23,54,BONDGATE,CRT, ,M1B,A0227/24SC,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,Residential Detached (RD) Zone [ZR],Malvern Community,NA,To construct a sunroom to the rear of the existing dwelling.,NA,NA,NA,Deferred,NA,"Dec 3, 2024",NA,NA,NA,NA,Deferred
1868382,5515838,MV,2024-09-20,Etobicoke York,03,10,CHELSEA,DR, ,M8W,A0372/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (ZR),NA,NA,To construct a new detached dwelling with an attached garage and a garden suite in the rear yard.,"Dec 5, 2024",1:00 p.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Nov 27, 2024",NA,NA,NA,NA,Hearing Scheduled
1868383,5515939,MV,2024-09-20,Etobicoke York,05,410,MAYBANK,AVE, ,M6N,NA,Add/Alt to Existing Res <= 3 units,Other,Preliminary Project Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Process
1868384,5516670,MV,2024-09-23,Toronto East York,19,6,MUNRO PARK,AVE, ,M4E,A0836/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f10.5; d0.6) (x1257) (ZAP),Toronto,NA,"To alter the existing three-storey detached dwelling by constructing a front one-storey addition (partial front porch enclosure), a side (south) one-storey addition, a rear one-storey addition, and a rear third storey addition. The accessory structure (gym) in the rear yard is under construction as approved by Building Permit 24 201485 BLD 00 SR.","Nov 20, 2024",3:00 p.m.,"Virtual Hearing / Committee Room 3, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 10, 2024",NA,NA,NA,NA,Hearing Scheduled
1868385,5516805,MV,2024-09-23,Etobicoke York,05,66,GRACEFIELD,AVE, ,M6L,NA,New Res dwellings <= 3 units OTC,Other,Preliminary Project Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Process
1868386,5516958,CO,2024-09-24,North York,18,244,HOMEWOOD,AVE, ,M2M,B0042/24NY,NA,Sever Lot,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868387,5516962,MV,2024-09-24,North York,18,244,HOMEWOOD,AVE, ,M2M,A0558/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868388,5516964,MV,2024-09-24,North York,18,244,HOMEWOOD,AVE, ,M2M,A0557/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868389,5517296,MV,2024-09-24,North York,16,9,TERNHILL,CRES, ,M3C,A0488/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f15.0; a550) (x5)[ZAP],North York,NA,"To construct a new carport, shed and  front deck to replace existing.","Nov 7, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved
1868390,5517297,MV,2024-09-24,North York,08,534,GLENGROVE,AVE, ,M6B,A0486/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f12.0; a370) (x1463) [ZAP],North York,NA,To construct an addition over the existing attached garage in conjunction with other interior and exterior alterations.,"Nov 7, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved with Conditions
1868391,5517354,MV,2024-09-24,North York,06,77,NASH,DR, ,M3M,NA,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Progress
1868392,5517374,MV,2024-09-24,Toronto East York,19,171,NEVILLE PARK,BLVD, ,M4E,A0838/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f6.0; d0.6) (x1322) (ZAP),Toronto,NA,"To alter the existing two-storey detached dwelling by constructing a rear second floor addition, and a rear ground floor deck with stairs. Also, to install a front yard parking pad.","Dec 4, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 24, 2024",NA,NA,NA,NA,Hearing Scheduled
1868393,5517389,MV,2024-09-24,Scarborough,20,28,PARKLAND,RD, ,M1N,A0228/24SC,New Res dwellings <= 3 units,New R Building,Zoning Review,Residential Detached (RD) Zone [ZR],Oakridge Community,NA,To demolish the existing dwelling and to construct a new two-storey dwelling.,NA,NA,NA,Deferred,NA,"Dec 3, 2024",NA,NA,NA,NA,Deferred
1868394,5517470,MV,2024-09-24,Toronto East York,14,188,COXWELL,AVE, ,M4L,A0903/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d1.0) (x407) (ZAP),Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868395,5517705,MV,2024-09-25,Toronto East York,14,108,CHATHAM,AVE, ,M4J,A0880/24TEY,Add/Alt to Existing Res <= 3 units,Other,Zoning Review,NA,NA,NA,"To construct a two-storey ancillary building (containing one laneway suite), in the rear yard, abutting the laneway. Also, to demolish the existing one-storey rear addition of the two-storey semi-detached dwelling.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868396,5517786,MV,2024-09-25,Etobicoke York,02,83,SABRINA,DR, ,M9R,A0383/24EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f13.5; a510; d0.45) [ZR],NA,NA,To permit the existing two-storey front and south side addition.,"Dec 5, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868397,5518013,MV,2024-09-25,Scarborough,21,100,CANADIAN,RD, ,M1R,A0226/24SC,All Other,Other,Zoning Review,Employment Industrial (E) Zone,NA,Wexford Employment District,"To expand the existing lawful non-conforming self-storage warehouse by constructing two new self-storage warehouse buildings, and to reduce the required number of parking spaces. ","Nov 13, 2024",1:30 p.m.,"Virtual Hearing / Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",Approved,NA,"Dec 3, 2024",NA,NA,NA,NA,Approved
1868398,5518037,MV,2024-09-25,Toronto East York,11,38,MATHERSFIELD,DR, ,M4W,A0862/24TEY,Add/Alt to Existing Res <= 3 units,Other,Zoning Review,RD (f12.0) (x1439) (ZAP),Toronto,NA,"To permit the existing two-storey ancillary building (detached garage abutting the laneway), by constructing a mezzanine on the second level. The existing ancillary structure (storage shed) attached to the detached garage will be maintained.","Jan 8, 2025",3:30 p.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868399,5518136,MV,2024-09-25,North York,15,438,HEATH,ST,E,M4G,A0487/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f12.0; a370; d0.6) [ZAP],East York,NA,To alter the existing two-storey dwelling by constructing a new one-storey rear addition. Also proposed is a new sunroom above the addition.,"Nov 21, 2024",4:00 PM,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",NA,NA,"Dec 11, 2024",NA,NA,NA,NA,Hearing Scheduled
1868400,5518169,MV,2024-09-25,Etobicoke York,07,184,TORYORK,DR, ,M9L,A0417/24EYK,All Other,NR Addition,Zoning Review,EH (ZR),NA,NA,To construct a one-storey rear addition.,"Nov 21, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Dec 11, 2024",NA,NA,NA,NA,Hearing Scheduled
1868401,5518206,MV,2024-09-25,Toronto East York,09,428,MARGUERETTA,ST, ,M6H,A0842/24TEY,All Other,R Addition,Zoning Review,R (d0.6) (x740) (ZAP),Toronto,NA,To convert the existing two-and-one-half-storey detached dwelling into a fourplex by constructing a front basement walkout.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868402,5518352,MV,2024-09-26,Toronto East York,19,416,DAWES,RD, ,M4B,A0861/24TEY,All Other,Other,Zoning Review,RD (f6.0; a185; d0.75) (x968) and Zoning By-law 6752 (BLD),East York,NA,To construct a new three-storey building (Toronto Public Library) and community hub.,"Nov 27, 2024",3:30 p.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868403,5518517,MV,2024-09-26,North York,08,50,GLEN PARK,AVE, ,M6B,A0490/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f15.0; a550) (x5) [ZAP],North York,NA,To construct a new three-storey detached dwelling with a front porch and rear fixed canopy.,"Nov 7, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved with Conditions
1868404,5518552,MV,2024-09-26,Etobicoke York,05,97,MACLEOD,ST, ,M6L,A0410/24EYK,AddAlt to Res <= 3 units with OTC,R Addition,Zoning Review,RD (ZR),NA,NA,To legalize and to maintain an existing one-storey addition along the north side of the existing dwelling.,"Nov 21, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Dec 11, 2024",NA,NA,NA,NA,Hearing Scheduled
1868405,5518593,MV,2024-09-26,Toronto East York,09,63,SHANNON,ST, ,M6J,A0841/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (x729) (ZAP),Toronto,NA,"To alter the existing two-storey detached dwelling by constructing a front second storey addition (above the existing one-storey) with a balcony, a complete third storey addition with a rear balcony, and a rear ground floor deck. Also, there will be a total of two residential dwelling units on this lot (one primary unit, and one secondary suite (located within the basement)).","Nov 27, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868406,5518621,CO,2024-09-26,North York,08,74,ROSELAWN,AVE, ,M4R,NA,NA,Sever Lot,Preliminary Project Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Process
1868407,5518631,MV,2024-09-26,Toronto East York,14,412,DANFORTH,AVE, ,M4K,A0932/24TEY,All Other,Other,Zoning Review,CR 3.0 (c2.5; r2.5) SS2 (x2426) (ZAP),Toronto,NA,"To convert the existing two-storey mixed-use building with existing 1 commercial (basement) and 2 residential units (ground and second floor) to 2 commercial (basement and ground floor) and 2 residential units (second floor) by constructing a rear (north) tree storey addition, along with interior alterations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868408,5518639,MV,2024-09-26,North York,08,74,ROSELAWN,AVE, ,M4R,NA,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Process
1868409,5518652,MV,2024-09-26,North York,08,74,ROSELAWN,AVE, ,M4R,NA,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Process
1868410,5518844,MV,2024-09-26,North York,08,30,DE VERE,GDNS, ,M5M,A0491/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f18.0; a690).,North York,NA,To convert the existing carport to an enclosed attached garage.,"Nov 7, 2024",2:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved Conditionally,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved with Conditions
1868411,5518863,MV,2024-09-26,Toronto East York,09,23,LINDSEY,AVE, ,M6H,A0851/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6)(x735) (ZAP),Toronto,NA,"To alter the two-and-one-half-storey semi-detached dwelling (fronting Lindsey Avenue) by constructing a rear one-storey addition (attached garage), abutting Gladstone Avenue.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868412,5518995,MV,2024-09-26,North York,08,80,ORCHARD VIEW,BLVD, ,M4R,A0498/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (f7.5; d0.6) [ZAP],Toronto,NA,To alter the existing two-and-one-half-storey semi-detached dwelling by constructing a rear one-storey addition.,"Nov 7, 2024",4:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved
1868413,5518997,MV,2024-09-26,Scarborough,20,1117,KINGSTON,RD, ,M1N,A0225/24SC,All Other,Other,Zoning Review,Commercial Residential (CR) Zone [ZR],Birchcliff Community,NA,"To demolish the existing four, 2-storey semi-detached dwellings and to permit a 8-storey mixed use building (Cross Reference Site Plan Application No. 23 231968 ESC 20 SA). This application was previously deferred at the November 13, 2024 hearing.",NA,NA,NA,Deferred,NA,"Dec 3, 2024",NA,NA,NA,NA,Deferred
1868414,5519001,CO,2024-09-26,Etobicoke York,03,360,MELROSE,ST, ,M8Z,B0040/24EYK,NA,Sever Lot,Zoning Review,RD (f13.5; a510; d0.45) [ZR],NA,NA,Sever the lot and create a new dwelling on each lot. part 1 and part 2 - Part 1.,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Accepted
1868415,5519002,MV,2024-09-26,Etobicoke York,03,360,MELROSE,ST, ,M8Z,A0381/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f13.5; a510; d0.45) [ZR],NA,NA,Sever the lot and create a new dwelling on each lot. part 1 and part 2 - Part 1.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868416,5519003,MV,2024-09-26,Etobicoke York,03,360,MELROSE,ST, ,M8Z,A0382/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f13.5; a510; d0.45) [ZR],NA,NA,Sever the lot and create a new dwelling on each lot. part 1 and part 2 - Part 1.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868417,5519027,MV,2024-09-27,Scarborough,23,4466,SHEPPARD,AVE,E,M1S,A0260/24SC,All Other,Other,Zoning Waiver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868418,5519055,MV,2024-09-27,Toronto East York,10,400,KING,ST,W,M5V,A0843/24TEY,All Other,Other,Zoning Review,CRE (x42) and RA (ZAP),Toronto,NA,"To alter the development standards (as approved under Site Specific Zoning By-laws 754-2021(OLT) and 757-2021(OLT)) for the 49-storey mixed-use building (currently under construction) by increasing the overall building height, and the total number of dwelling units from 612 to 630 units (by redesigning the penthouse units located on the 47, 48, and 49 floors into smaller units that will be accessed by the elevator overrun structure). Also, to reduce the number of parking spaces on-site.","Nov 27, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868419,5519065,MV,2024-09-27,Toronto East York,14,25,MINTO,ST, ,M4L,A0847/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d1.0) (x418) (BLD),Toronto,NA,"To permit the rear ground floor deck (beyond previous building permit 20 22 137223 BLD) of the existing two-storey semi-detached dwelling, which is currently under construction. Also, to construct a new one-storey ancillary building (shed) in the rear yard, and a parking pad accessed by the abutting laneway and Minto Street.","Nov 27, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868420,5519155,MV,2024-09-27,Toronto East York,19,17,EDEN PARK,RD, ,M4B,A0868/24TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f12.0; a370; d0.6) (ZAP),East York,NA,"To construct a new two-storey detached dwelling with a front integral garage, a front covered porch, a rear ground floor deck, and a rear in-ground swimming pool. The existing one-storey ancillary building (detached garage in the rear yard) will be demolished.","Nov 27, 2024",3:30 p.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868421,5519186,MV,2024-09-27,Scarborough,25,4053,ELLESMERE,RD, ,M1C,A0235/24SC,All Other,Other,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868422,5519236,CO,2024-09-27,Scarborough,20,11,KNIGHTSBRIDGE,RD, ,M1L,B0042/24SC,NA,Sever Lot,Zoning Review,Residential Detached (RD) Zone [ZR],Clairlea Community,NA,Consent to sever the existing lot into 2 parcels. Cross reference related minor variance applications A0233/24SC & A0232/24SC.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Accepted
1868423,5519240,MV,2024-09-27,Scarborough,20,11,KNIGHTSBRIDGE,RD, ,M1L,A0233/24SC,New Res dwellings <= 3 units,New R Building,Zoning Review,Residential Detached (RD) Zone [ZR],Clairlea Community,NA,To demolish the existing dwelling and to construct a new detached dwelling. Cross-reference related applications being considered together B0042/24SC & A0232/24SC.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868424,5519241,MV,2024-09-27,Scarborough,20,11,KNIGHTSBRIDGE,RD, ,M1L,A0232/24SC,New Res dwellings <= 3 units,New R Building,Zoning Review,Residential Detached (RD) Zone [ZR],Clairlea Community,NA,To demolish the existing dwelling and to construct a new detached dwelling. Cross-reference related applications being considered together B0042/24SC & A0233/24SC.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868425,5519356,MV,2024-09-27,North York,18,180,CONNAUGHT,AVE, ,M2M,A0497/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f15.0; a610) (x5) [ZAP],North York,NA,To construct a new deck,"Nov 7, 2024",4:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",NA,NA,"Nov 27, 2024",NA,NA,NA,NA,Hearing Scheduled
1868426,5519372,MV,2024-09-27,Toronto East York,13,90,SUMACH,ST, ,M5A,A0878/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R3 (ZAP),Toronto,NA,NA,NA,9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Postponed
1868427,5519384,MV,2024-09-27,North York,06,7,NORCROSS,RD, ,M3H,NA,Add/Alt to Existing Res <= 3 units,R Addition,Preliminary Project Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Process
1868428,5519448,MV,2024-09-27,Toronto East York,12,37,HEATHDALE,RD, ,M6C,A0849/24TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f12.0; a370; d0.4)(ZAP),York,NA,"To construct a new three-storey detached dwelling (duplex) with an integral garage, a front porch and stairs, rear balconies on the second and third storeys, a rear ground floor deck, a rear basement level terrace, and a rear basement walkout. There will be a total of two residential dwelling units on this lot (one unit within the basement and one unit occupying the first, second, and third levels).","Nov 27, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868429,5519451,MV,2024-09-27,Scarborough,23,2250,MARKHAM,RD, ,M1B,A0229/24SC,All Other,New NR Building,Zoning Review,Mixed Employment (ME) Zone [ZR],NA,Marshalling Yard Employment District,"To construct three single-storey buildings (multi-unit warehouse, multi-unit retail building, and a restaurant), and a five-storey self-storage facility. Cross Reference Site Plan Application File No.: 22 137816 ESC 23 SA","Nov 13, 2024",1:30 p.m.,"Virtual Hearing / Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",Approved,NA,"Dec 3, 2024",NA,NA,NA,NA,Approved
1868430,5519475,MV,2024-09-27,Scarborough,23,15,KNOCKBOLT,CRES, ,M1S,A0238/24SC,New Res dwellings <= 3 units,New R Building,Zoning Waiver,Residential Detached (RD) Zone [ZR],Agincourt North Community,NA,To demolish the existing one-storey dwelling and to construct a new two-storey dwelling.,"Dec 4, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868431,5519511,MV,2024-09-27,Etobicoke York,02,4,DARLINGBROOK,CRES, ,M9A,A0386/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (ZR),NA,NA,"To construct a new accessory structure (cabana) in the rear yard. A previous Committee of Adjustment application (A0527/22EYK) approved variances related to gross floor area, height, exterior main wall height and soffit height.","Nov 7, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved
1868432,5519518,MV,2024-09-27,Toronto East York,14,36,ERINDALE,AVE, ,M4K,NA,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Progress
1868433,5519610,MV,2024-09-28,Toronto East York,11,235,HEATH,ST,E,M4T,NA,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Process
1868434,5519707,CO,2024-09-28,Scarborough,20,109,PRAIRIE,DR, ,M1L,B0043/24SC,NA,Sever Lot,Zoning Waiver,NA,Oakridge Community,NA,NA,"Jan 16, 2025",NA,NA,NA,NA,NA,NA,NA,2,NA,Accepted
1868435,5519723,MV,2024-09-28,Etobicoke York,02,28,BLAIR ATHOL,CRES, ,M9A,A0390/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f24.0; a555; d0.45) [ZR],NA,NA,To construct a new detached dwelling with an attached garage.,NA,NA,NA,Deferred,NA,"Nov 27, 2024",NA,NA,NA,NA,Deferred
1868436,5519735,MV,2024-09-28,Toronto East York,11,102,ELM,AVE, ,M4W,A0876/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f13.5; d0.6) (x1437) (ZAP),Toronto,NA,"To alter the existing three-storey semi-detached dwelling by constructing a front two-storey addition with an integral garage (the existing integral garage will be converted to habitable space), a front second and third storey addition, and a rear three-storey addition.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868437,5519837,MV,2024-09-29,Toronto East York,11,1069,BATHURST,ST, ,M5R,NA,All Other,Other,Preliminary Project Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Process
1868438,5519845,MV,2024-09-29,Etobicoke York,05,45,FLORAL,PKWY, ,M6L,A0396/24EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (ZR),NA,NA,To construct a one-storey rear and east side addition.,"Nov 21, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Dec 11, 2024",NA,NA,NA,NA,Hearing Scheduled
1868439,5519847,MV,2024-09-29,North York,18,26,GLENBOROUGH PARK,CRES, ,M2R,A0518/24NY,New Res dwellings <= 3 units,New R Building,Zoning Waiver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868440,5519853,MV,2024-09-29,North York,18,26,GLENBOROUGH PARK,CRES, ,M2R,A0519/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868441,5519877,MV,2024-09-29,Toronto East York,10,897,QUEEN,ST,W,M6J,A0858/24TEY,All Other,Other,Zoning Review,CR 3.0 (c1.5; r2.5) SS2 (x1770) & MCR T3.0 C1.5 R2.5(BLD),Toronto,NA,"To convert the existing three-storey mixed-use building into a rooming house containing 20 dwelling rooms and a restaurant use on the ground floor. There will be 6 dwelling rooms located on the ground floor, 11 dwelling rooms located on the second level, and 3 dwelling rooms on the third level of this building. The existing third storey residential dwelling unit will be demolished.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868442,5519914,MV,2024-09-29,North York,15,111,SUTHERLAND,DR, ,M4G,A0505/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RM (d0.6) (x263) [ZAP],East York,NA,"To construct a second storey addition and two-storey rear addition to existing dwelling, in conjunction with other interior and exterior alterations.","Dec 5, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",NA,NA,"Dec 25, 2024",NA,NA,NA,NA,Hearing Scheduled
